Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
80,12032654,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.493215545,0.415535924,3008163.5,6013665.293,12000000,1,12000000,3008163.5,6013665.293,12000000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.415535924,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3993.0,0.0,3993,3993,12000000.0,0.0,12000000,12000000,1
80,115505633,17,15,426,2489,426,0,25.05882353,103.3201763,1448,0,165.9333333,444.6006983,25.23686442,0.277042766,3725988.161,4914692.345,10200000,9,116000000,7219102.062,4662352.178,10200000,250,113000000,8042826.5,4352942.978,10200000,216,0,0,0,0,552,488,0.147178969,0.129863796,0,1448,88.33333333,311.4667585,97011.54167,0,0,0,1,0,0,0,0,0,91.09375,25.05882353,165.9333333,552,0,0,0,0,0,0,17,426,15,2489,29200,939,1,32,26325.81818,9820.127065,55920,23036,10200000.0,22138.1081,10200000,10100000,0
80,18603,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,107.5095415,18603.0,0.0,18603,18603,18603,18603.0,0.0,18603,18603,0,0.0,0.0,0,0,0,0,0,0,64,0,107.5095415,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
56190,21,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,571428.571428571,95238.0952380952,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.0476190476,47619.0476190476,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,36,343,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,134527,3,6,412,11595,412,0,137.3333333,237.8683109,5792,0,1932.5,2181.008184,89253.45841,66.90106819,16815.875,42743.38076,122195,6,12037,6018.5,7080.2602,11025,1012,134386,26877.2,53528.95967,122195,46,0,0,0,0,104,200,22.30035606,44.60071212,0,5792,1200.7,1883.975115,3549362.233,0,0,0,1,0,0,0,0,2,1334.111111,137.3333333,1932.5,104,0,0,0,0,0,0,3,412,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,49762,3,4,441,860,441,0,147.0,254.6114687,860,0,215.0,430.0,26144.44757,140.6695872,8293.666667,12593.33136,25183,4,24141,12070.5,16795.90737,23947,194,25861,8620.333333,14553.12442,25423,4,0,0,0,0,104,136,60.28696596,80.38262128,0,860,162.625,321.2711083,103215.125,0,0,0,1,0,0,0,0,1,185.8571429,147.0,215.0,104,0,0,0,0,0,0,3,441,4,860,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,62,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,193548.3871,32258.06452,62.0,0.0,62,62,62,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0,0,0,40,0,32258.06452,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23944,1,1,43,105,43,43,43.0,0.0,105,105,105.0,0.0,6181.089208,83.52823254,23944.0,0.0,23944,23944,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41.76411627,41.76411627,43,105,63.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,95.5,43.0,105.0,32,0,0,0,0,0,0,1,43,1,105,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,52408,1,1,101,117,101,101,101.0,0.0,117,117,117.0,0.0,4159.670279,38.16211265,52408.0,0.0,52408,52408,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,19.08105633,19.08105633,101,117,106.3333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,159.5,101.0,117.0,20,0,0,0,0,0,0,1,101,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,101000271,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.158415417,0.039603854,33700000.0,58300000.0,101000000,82,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,1,0,0,0,64,64,0.019801927,0.019801927,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,82.0,0.0,82,82,101000000.0,0.0,101000000,101000000,1
58301,51,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,235294.1176,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,154,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,117838926,14,18,926,9453,263,0,66.14285714,87.49580838,2156,0,525.1666667,677.9275729,88.07785638,0.271557125,3801255.677,14500000.0,58700000,1,118000000,9064532.769,21900000.0,58700000,3,117000000,6911175.176,19400000.0,59000000,1,0,0,0,0,292,372,0.118806242,0.152750883,0,2156,314.5151515,549.8231603,302305.5076,0,0,0,1,0,0,0,0,1,324.34375,66.14285714,525.1666667,292,0,0,0,0,0,0,14,926,18,9453,8192,254,13,20,493188.0,216825.8092,646507,339869,58200000.0,594408.1024,58700000,57800000,0
443,119784623,31,36,1358,37356,233,0,43.80645161,68.28734356,2820,0,1037.666667,874.3677879,323.1967429,0.559337236,1814918.53,10200000.0,58900000,1,120000000,3992820.767,14900000.0,58900000,30,120000000,3420097.143,13900000.0,59000000,1,0,0,0,0,632,732,0.258797826,0.300539411,0,2820,569.3235294,807.4266741,651937.8341,0,0,0,1,0,0,0,0,1,577.8208955,43.80645161,1037.666667,632,0,0,0,0,0,0,31,1358,36,37356,8192,127,30,20,956102.0,1238132.66,1831594,80610,58900000.0,42013.45651,58900000,58900000,0
443,116048984,21,19,1235,4124,549,0,58.8095238095,139.1303773615,1360,2,217.0526315789,457.6250859582,46.1787756798,0.3446820353,2975614.97435897,4517213.33449017,10002247,3,116048984,5802449.2,4950976.97652102,10089967,3,111274754,6181930.77777778,5035069.04208972,10094221,48,0,0,0,0,432,384,0.1809580685,0.1637239668,0,1360,130.7073170732,332.5662523395,110600.312195122,0,0,0,1,0,0,0,0,0,133.975,58.8095238095,217.0526315789,432,0,0,0,0,0,0,21,1235,19,4124,8192,65535,20,20,122163.545454545,114009.531407127,465915,87601,9993783.27272727,10311.7839008673,10002247,9964968,0
53,31117,2,2,74,138,37,37,37.0,0.0,69,69,69.0,0.0,6812.996111,128.5470964,10372.33333,17922.9872,31068,2,2,2.0,0.0,2,2,47,47.0,0.0,47,47,0,0,0,0,64,40,64.27354822,64.27354822,37,69,49.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,62.25,37.0,69.0,64,0,0,0,0,0,0,2,74,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,38380,1,1,85,144,85,85,85.0,0.0,144,144,144.0,0.0,5966.649297,52.11047421,38380.0,0.0,38380,38380,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,26.0552371,26.0552371,85,144,104.6666667,34.06366588,1160.333333,0,0,0,0,0,0,0,0,1,157.0,85.0,144.0,32,0,0,0,0,0,0,1,85,1,144,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3268,100008645,36,18,7254,1296,403,0,201.5,204.3582988,72,72,72.0,0.0,85.49260916,0.539953321,1886955.566,6989922.158,41000000,3,100000000,2857389.857,8477681.518,41000000,3,100000000,5880415.765,11600000.0,41000000,3,1,0,0,0,1152,576,0.359968881,0.17998444,0,403,162.7818182,178.5589114,31883.28485,0,1,0,0,1,0,0,0,0,165.7962963,201.5,72.0,1152,0,0,0,0,0,0,36,7254,18,1296,299,2079,17,32,1084282.0,2070941.329,4190268,478,23900000.0,11900000.0,41000000,15600000,0
53,30666,4,4,132,196,33,33,33.0,0.0,49,49,49.0,0.0,10695.88469,260.8752364,4380.857143,8991.210457,24028,3,30520,10173.33333,17615.53406,30514,3,6635,2211.666667,3825.522884,6629,3,0,0,0,0,80,104,130.4376182,130.4376182,33,49,40.11111111,8.432740427,71.11111111,0,0,0,0,0,0,0,0,1,45.125,33.0,49.0,80,0,0,0,0,0,0,4,132,4,196,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,218056,2,2,60,248,30,30,30.0,0.0,124,124,124.0,0.0,1412.481197,18.34391166,72685.33333,125887.7621,218048,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,9.171955828,9.171955828,30,124,67.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,84.5,30.0,124.0,64,0,0,0,0,0,0,2,60,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,118627773,15,14,652,4893,197,0,43.46666667,64.81056645,1470,0,349.5,604.2155436,46.74284832,0.244462146,4236706.179,15300000.0,58300000,3,119000000,8473412.357,21100000.0,58300000,26,118000000,9101161.385,22000000.0,58600000,3,0,0,0,0,336,292,0.126445938,0.118016209,0,1470,184.8333333,436.2197393,190287.6609,0,0,0,1,0,0,0,0,0,191.2068966,43.46666667,349.5,336,0,0,0,0,0,0,15,652,14,4893,8192,16616,12,20,857220.0,757121.858,1392586,321854,58300000.0,9180.36734,58300000,58300000,0
80,46063894,65,117,1333,163165,481,0,20.50769231,82.59996275,2920,0,1394.57265,439.7484649,3571.083244,3.951033753,254496.6519,1530749.896,10000000,1,40200000,628170.0313,2439698.698,10000000,1,46000000,396971.3879,1904733.065,10000000,1,0,0,0,0,1320,2352,1.411083483,2.53995027,0,2920,898.8961749,750.7313175,563597.5111,0,0,0,1,0,0,0,0,1,903.8351648,20.50769231,1394.57265,1320,0,0,0,0,0,0,65,1333,117,163165,29200,31,64,20,59231.5,88023.00124,191266,15203,9991489.0,21166.61313,10000000,9959867,0
42041,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,110,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5374938,7,4,296,145,214,0,42.28571429,78.35967136,145,0,36.25,72.5,82.04745804,2.046535234,537493.8,1621113.161,5150424,47,5374938,895823.0,2128056.027,5239445,48,173223,57741.0,60557.98525,121004,310,0,0,0,0,232,136,1.302340604,0.744194631,0,214,36.75,70.17915386,4925.113636,0,0,0,1,0,0,0,0,0,40.09090909,42.28571429,36.25,232,0,0,0,0,0,0,7,296,4,145,29200,110,3,32,224466.0,0.0,224466,224466,5150424.0,0.0,5150424,5150424,0
80,5,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,96,0,600000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,1263,2,2,90,652,45,45,45.0,0.0,326,326,326.0,0.0,587490.1029,3167.062549,421.0,723.9972376,1257,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,1583.531275,1583.531275,45,326,157.4,153.9100387,23688.3,0,0,0,0,0,0,0,0,1,196.75,45.0,326.0,40,0,0,0,0,0,0,2,90,2,652,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
47908,58,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.7586206897,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17241.3793103448,17241.3793103448,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,243,299,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,98654103,9,6,356,11595,356,0,39.55555556,118.6666667,4344,0,1932.5,1754.831473,121.1404254,0.152046388,7046721.643,26300000.0,98500000,0,98500000,12300000.0,34800000.0,98500000,0,151833,30366.6,60743.92393,138568,32,0,0,0,0,296,200,0.091227833,0.060818555,0,4344,746.9375,1390.553629,1933639.396,0,0,0,0,1,0,0,0,0,796.7333333,39.55555556,1932.5,296,0,0,0,0,0,0,9,356,6,11595,274,235,1,32,1012.0,0.0,1012,1012,98500000.0,0.0,98500000,98500000,1
53,50910,1,1,56,109,56,56,56.0,0.0,109,109,109.0,0.0,3241.013553,39.28501277,50910.0,0.0,50910,50910,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.64250638,19.64250638,56,109,73.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,110.5,56.0,109.0,20,0,0,0,0,0,0,1,56,1,109,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
44834,9997,1,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,1800.540162,400.120036,3332.333333,5770.03859,9995,1,0,0.0,0.0,0,0,9996,4998.0,7066.825171,9995,1,0,0,0,0,32,60,100.030009,300.090027,0,6,3.6,3.286335345,10.8,0,0,0,0,1,0,0,0,3,4.5,0.0,6.0,32,0,0,0,0,0,0,1,0,3,18,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,243094,1,1,41,84,41,41,41.0,0.0,84,84,84.0,0.0,514.2043818,8.22727011,243094.0,0.0,243094,243094,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,4.113635055,4.113635055,41,84,55.33333333,24.82606158,616.3333333,0,0,0,0,0,0,0,0,1,83.0,41.0,84.0,32,0,0,0,0,0,0,1,41,1,84,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,46063082,8,9,341,2110,305,0,42.625,106.0362977,1460,0,234.4444444,505.4748043,53.20963977,0.369059109,2878942.625,4490940.526,9995562,111,40100000,5727086.143,5337809.301,10000000,192,46000000,5755996.0,4946914.869,10000000,184,0,0,0,0,172,240,0.173674875,0.195384234,0,1460,136.1666667,367.6805279,135188.9706,0,0,0,1,0,0,0,0,1,144.1764706,42.625,234.4444444,172,0,0,0,0,0,0,8,341,9,2110,8192,30,7,20,26937.25,23541.16795,62249,15157,9995463.5,65.96211034,9995562,9995424,0
80,40737,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,285416.2064,196.3816678,5819.571429,14743.42654,39248,4,39270,19635.0,27742.62745,39252,18,40733,10183.25,19431.01199,39327,197,0,0,0,0,72,112,73.64312541,122.7385424,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
57936,67,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14925.37313,14925.37313,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,383,245,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,90597356,10,12,2084,520,1278,0,208.4,406.5563238,256,0,43.33333333,80.46832616,28.74256065,0.242832694,4314159.81,10700000.0,29900000,49,90500000,10100000.0,15000000.0,30000000,169,90500000,8222807.455,13900000.0,29900000,353,0,0,0,0,328,392,0.110378497,0.132454197,0,1278,113.2173913,279.6783797,78219.99605,0,0,0,1,0,0,0,0,1,118.3636364,208.4,43.33333333,328,0,0,0,0,0,0,10,2084,12,520,29200,255,7,32,309826.6667,282936.007,636533,146360,29800000.0,25117.74023,29900000,29800000,0
443,60498,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33.0589441,60498.0,0.0,60498,60498,60498,60498.0,0.0,60498,60498,0,0.0,0.0,0,0,0,0,0,0,40,0,33.0589441,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,47903,1,1,55,112,55,55,55.0,0.0,112,112,112.0,0.0,3486.21172,41.75103856,47903.0,0.0,47903,47903,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.87551928,20.87551928,55,112,74.0,32.90896534,1083.0,0,0,0,0,0,0,0,0,1,111.0,55.0,112.0,32,0,0,0,0,0,0,1,55,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,99598672,6,7,348,11595,330,0,58.0,133.2846578,5792,0,1656.428571,2120.732252,119.9112374,0.130523829,8299889.333,28700000.0,99600000,9,99600000,19900000.0,44500000.0,99600000,973,99600000,16600000.0,40600000.0,99600000,9,0,0,0,0,164,232,0.060241767,0.070282062,0,5792,853.5,1666.453939,2777068.731,1,0,0,0,0,0,0,0,1,919.1538462,58.0,1656.428571,164,0,0,0,0,0,0,6,348,7,11595,0,235,3,20,10981.0,0.0,10981,10981,99600000.0,0.0,99600000,99600000,1
53,220,2,2,82,182,41,41,41.0,0.0,91,91,91.0,0.0,1200000.0,18181.81818,73.33333333,84.18036192,167,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,64,9090.909091,9090.909091,41,91,61.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,76.25,41.0,91.0,64,0,0,0,0,0,0,2,82,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,99005713,6,6,313,11595,313,0,52.16666667,127.7817149,4344,0,1932.5,1754.831473,120.2758875,0.121205127,9000519.364,29800000.0,99000000,2,99000000,19800000.0,44300000.0,99000000,2,13350,2670.0,4257.947217,9909,47,0,0,0,0,200,200,0.060602563,0.060602563,0,4344,916.0,1499.854048,2249562.167,0,0,0,0,1,0,0,0,1,992.3333333,52.16666667,1932.5,200,0,0,0,0,0,0,6,313,6,11595,251,235,1,32,1002.0,0.0,1002,1002,99000000.0,0.0,99000000,99000000,1
53,59940,1,1,44,108,44,44,44.0,0.0,108,108,108.0,0.0,2535.869203,33.36670003,59940.0,0.0,59940,59940,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.68335002,16.68335002,44,108,65.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,98.0,44.0,108.0,20,0,0,0,0,0,0,1,44,1,108,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,98144628,6,5,310,11595,310,0,51.66666667,126.55697,5792,0,2319.0,3170.403917,121.3005769,0.112079492,9814462.8,31000000.0,98100000,3,98100000,19600000.0,43900000.0,98100000,3,46298,11574.5,17018.0451,36131,47,0,0,0,0,200,168,0.061134268,0.050945223,0,5792,992.0833333,2243.779217,5034545.174,0,0,0,0,1,0,0,0,0,1082.272727,51.66666667,2319.0,200,0,0,0,0,0,0,6,310,5,11595,251,235,1,32,993.0,0.0,993,993,98100000.0,0.0,98100000,98100000,1
80,24824,3,5,395,11595,395,0,131.6666667,228.0533563,8688,0,2319.0,3774.237539,483000.3223,322.2687722,3546.285714,5564.734816,11911,1,13015,6507.5,7801.509117,12024,991,24711,6177.75,7056.581012,13081,1,0,0,0,0,104,168,120.8507896,201.4179826,0,8688,1332.222222,2916.568222,8506370.194,0,0,0,1,0,0,0,0,1,1498.75,131.6666667,2319.0,104,0,0,0,0,0,0,3,395,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,1072523,5,6,568,168,517,0,113.6,226.5861866928,137,0,28.0,54.8197044866,686.232369842,10.2561903101,107252.3,300539.140191627,960622,1,48180,12045.0,13385.8596536295,23748,350,1049064,209812.8,420525.343669915,960622,1,0,0,0,0,168,200,4.6619046864,5.5942856237,0,517,61.3333333333,149.0816331187,22225.3333333333,0,0,0,1,0,0,0,0,1,66.9090909091,113.6,28.0,168,0,0,0,0,0,0,5,568,6,168,29200,122,2,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,20533149,2,2,106,162,56,50,53.0,4.242640687,84,78,81.0,4.242640687,13.05206522,0.194806944,6844383.0,11800000.0,20400000,30753,20500000,20500000.0,0.0,20500000,20500000,20500000,20500000.0,0.0,20500000,20500000,0,0,0,0,52,40,0.097403472,0.097403472,50,84,64.8,15.13935269,229.2,0,0,0,0,0,0,0,0,1,81.0,53.0,81.0,52,0,0,0,0,0,0,2,106,2,162,-1,-1,1,20,59683.0,0.0,59683,59683,20400000.0,0.0,20400000,20400000,0
1099,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
57494,1841,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,23356.87127,1629.549158,920.5,1296.12673,1837,4,1841,920.5,1296.12673,1837,4,0,0.0,0.0,0,0,0,0,0,0,60,0,1629.549158,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,946,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1796657,2,5,20,11607,20,0,10.0,14.14213562,7215,0,2321.4,3327.769794,6471.46339,3.896124859,299442.8333,733008.4598,1795690,5,738,738.0,0.0,738,738,1796600,449150.0,897693.3897,1795690,5,0,0,0,0,52,112,1.113178531,2.782946328,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
53,61080,1,1,40,163,40,40,40.0,0.0,163,163,163.0,0.0,3323.510151,32.74394237,61080.0,0.0,61080,61080,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,16.37197119,16.37197119,40,163,81.0,71.01408311,5043.0,0,0,0,0,0,0,0,0,1,121.5,40.0,163.0,32,0,0,0,0,0,0,1,40,1,163,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
21,49,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61224.4898,24.5,33.23401872,48,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,20408.16327,40816.32653,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,2,0,255,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50150,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,75,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,61139900,20,16,1046,11607,392,0,52.3,117.7584951,2896,0,725.4375,924.5551701,206.9515979,0.588813524,1746854.286,3808811.888,10000000,6,61100000,3217889.474,4794036.819,10100000,130,61000000,4069069.733,5090483.418,10100000,49,0,0,0,0,648,520,0.327118625,0.2616949,0,2896,341.972973,691.8851657,478705.0826,0,0,0,1,0,0,0,0,0,351.4722222,52.3,725.4375,648,0,0,0,0,0,0,20,1046,16,11607,29200,118,4,32,190558.6667,212888.2806,625115,103511,9999393.5,22721.63439,10000000,9959969,0
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,62127,2,2,64,110,32,32,32.0,0.0,55,55,55.0,0.0,2800.7146651215,64.3842451752,20709.0,35865.5760862697,62123,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,80,32.1921225876,32.1921225876,32,55,41.2,12.5976188226,158.7,0,0,0,0,0,0,0,0,1,51.5,32.0,55.0,64,0,0,0,0,0,0,2,64,2,110,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
